sex,race,age,edu,state,positive
Male,White,92,4-Year College,IN,0
Male,Black,67,Some College,MD,1
Male,White,79,Post-Grad,MD,0
Male,White,26,HS,MO,0
Male,Black,84,Some College,MA,1
Female,Black,41,No HS,IA,0
Male,White,12,Some College,OR,1
Male,Black,65,HS,CO,0
Male,Other,100,No HS,NE,0
Female,Other,67,4-Year College,MO,0
Female,White,92,Some College,VA,0
Female,White,98,Some College,MI,0
Male,Black,55,HS,OH,1
Female,Other,19,4-Year College,UT,0
Female,Black,4,HS,SD,0
Female,White,63,No HS,MI,0
Male,Other,37,HS,TN,0
Male,Other,95,No HS,ND,0
Female,White,78,HS,NV,1
Female,White,35,HS,IN,1
Male,Other,32,Post-Grad,HI,1
Female,Black,94,HS,DC,1
Female,White,34,No HS,VA,1
Female,Other,1,No HS,FL,1
Female,Other,65,4-Year College,NH,0
Female,Other,71,Post-Grad,MA,0
Female,White,46,No HS,NJ,0
Female,Black,49,Some College,MN,0
Male,White,47,HS,MO,0
Male,Other,100,No HS,NH,0
Female,Other,19,4-Year College,VA,1
Male,Black,68,Some College,KS,0
Female,Black,25,Some College,ID,0
Male,Other,57,No HS,SD,0
Female,Black,86,4-Year College,RI,0
Female,White,72,No HS,GA,1
Male,Black,78,4-Year College,OK,1
Male,Other,35,No HS,VI,1
Female,White,71,Some College,CO,0
Male,White,86,HS,NE,1
Female,Other,44,Post-Grad,KS,0
Female,Black,8,Some College,PR,1
Male,White,3,No HS,NY,1
Female,White,82,No HS,NJ,0
Female,Other,22,Post-Grad,NY,1
Female,Black,73,Some College,CA,1
Male,White,22,4-Year College,HI,0
Female,Black,1,4-Year College,VI,0
Male,Black,63,Post-Grad,RI,0
Female,Black,77,HS,NH,0
Female,Black,10,Post-Grad,CT,0
Female,White,3,Post-Grad,NM,1
Female,Black,67,HS,MD,0
Female,Other,16,HS,NE,0
Male,Black,66,HS,NY,1
Female,Other,98,HS,NY,1
Female,Other,55,4-Year College,NH,1
Female,Other,22,No HS,SC,0
Male,Other,67,Post-Grad,GU,1
Male,Other,63,Some College,MD,0
Male,Black,29,Some College,PA,1
Male,White,6,Post-Grad,CA,0
Female,White,34,4-Year College,KS,1
Female,Black,4,4-Year College,NH,0
Male,Black,56,No HS,KS,0
Female,White,91,HS,CA,0
Male,Other,76,4-Year College,OH,0
Female,Other,88,Some College,ID,1
Female,Black,72,HS,NH,0
Female,White,77,Some College,LA,1
Female,White,20,No HS,CA,0
Female,Other,27,Some College,KS,1
Male,White,92,Post-Grad,TX,1
Female,Other,64,Post-Grad,MN,1
Female,Other,61,HS,NC,0
Male,Other,80,Post-Grad,MD,1
Male,White,19,HS,MA,1
Female,White,75,No HS,NJ,0
Female,Other,69,Post-Grad,OK,0
Female,Black,25,No HS,ME,0
Male,Other,14,Some College,NJ,0
Male,Other,27,No HS,PA,1
Male,White,1,No HS,OH,0
Female,Black,77,Post-Grad,MI,0
Male,Other,68,HS,SD,0
Female,White,28,HS,FL,0
Male,White,99,HS,NJ,1
Male,Black,73,Post-Grad,HI,0
Male,White,97,HS,KS,1
Female,Other,66,Post-Grad,CO,0
Female,White,17,Post-Grad,OK,1
Female,Black,11,Post-Grad,NV,1
Male,White,92,Some College,GA,1
Female,Other,5,4-Year College,OR,1
Male,White,28,HS,TX,1
Female,Black,3,Some College,MA,1
Female,White,31,4-Year College,UT,1
Male,Black,46,No HS,NH,1
Male,White,28,Post-Grad,CO,0
Female,Other,52,4-Year College,GU,1
Female,Other,30,Some College,MT,1
Female,White,24,HS,GA,1
Female,Black,73,HS,MN,0
Female,White,14,Some College,OK,1
Male,Black,11,No HS,OH,0
Female,White,7,Some College,DE,1
Female,Other,79,No HS,MN,0
Male,Black,3,Post-Grad,NH,0
Male,White,89,HS,OH,0
Female,Black,8,No HS,GA,1
Female,Black,81,HS,LA,1
Female,White,23,Post-Grad,CT,1
Male,White,34,4-Year College,NC,0
Male,Black,90,HS,CT,1
Female,Other,53,Some College,MO,1
Male,Black,90,HS,NM,1
Female,Black,71,Some College,VA,0
Male,White,6,Post-Grad,NJ,0
Female,Black,1,Post-Grad,IL,0
Male,Other,72,4-Year College,MO,0
Female,White,9,HS,LA,1
Male,Other,94,Some College,VI,1
Female,Black,50,No HS,PA,0
Male,Other,28,Post-Grad,DC,0
Female,White,31,HS,OR,1
Male,Other,24,Post-Grad,GU,1
Female,Other,23,HS,ME,0
Male,Other,4,Some College,NE,1
Female,Black,29,HS,FL,0
Male,White,21,No HS,IA,1
Female,White,77,Some College,NH,0
Male,White,8,Some College,MD,1
Female,White,77,HS,MN,0
Male,Other,2,Post-Grad,NV,1
Female,Other,85,Post-Grad,KS,0
Female,Other,84,Some College,GU,0
Male,Black,8,No HS,CO,0
Female,White,57,No HS,OR,1
Male,Other,1,HS,ID,0
Female,Black,17,Some College,KS,0
Male,Other,65,HS,UT,1
Male,White,2,Post-Grad,NY,1
Female,Other,76,4-Year College,SD,1
Male,Other,24,HS,OH,1
Male,Other,94,Post-Grad,VI,1
Female,Black,17,No HS,DE,1
Female,Other,69,No HS,OH,0
Female,Other,64,No HS,GA,1
Male,Other,28,Some College,MN,1
Male,Other,80,No HS,MN,1
Male,Other,49,No HS,NY,1
Female,Other,68,No HS,IL,1
Female,White,7,Some College,NE,0
Male,White,92,4-Year College,TN,1
Male,White,66,Some College,NJ,0
Male,Other,2,Post-Grad,CO,0
Male,Black,13,4-Year College,ND,0
Male,Other,86,Some College,NH,0
Female,Other,15,Post-Grad,MT,1
Female,White,70,Some College,OR,1
Female,White,78,HS,HI,1
Male,Other,39,4-Year College,NC,0
Female,White,78,Post-Grad,PA,1
Male,Black,57,HS,IL,1
Female,White,9,HS,KY,1
Male,White,5,4-Year College,MN,1
Female,Black,39,HS,DE,1
Male,Other,42,Post-Grad,NV,1
Female,Black,98,HS,TX,1
Female,Other,35,4-Year College,MT,0
Male,Black,10,No HS,SC,1
Male,Black,42,4-Year College,KY,1
Female,Other,55,4-Year College,VA,0
Female,Other,3,4-Year College,GU,0
Female,Other,16,No HS,HI,1
Female,White,68,HS,MN,0
Female,Black,75,Some College,PR,1
Female,Other,90,Post-Grad,OH,1
Female,Other,25,Post-Grad,MD,0
Male,Black,12,4-Year College,MI,1
Female,Black,9,Some College,DC,1
Male,White,41,HS,DC,1
Female,Black,32,HS,CA,0
Male,Other,52,4-Year College,PA,0
Male,Black,94,HS,SD,0
Male,Black,31,4-Year College,KS,0
Female,Black,97,No HS,ND,0
Male,White,61,HS,NM,1
Female,White,66,4-Year College,NH,0
Female,Black,4,Post-Grad,MN,0
Male,Black,53,Post-Grad,MT,1
Male,Other,68,Post-Grad,SD,0
Female,Black,74,Some College,NH,0
Male,Other,73,Some College,OK,0
Male,Other,19,HS,TX,1
Female,White,64,4-Year College,DE,0
Female,Other,60,Some College,NC,1
Female,White,73,No HS,KS,1
Female,White,31,No HS,MT,0
Male,Other,33,4-Year College,CA,0
Female,White,29,HS,NM,0
Male,Black,41,4-Year College,UT,1
Male,White,74,4-Year College,OK,0
Female,White,32,4-Year College,OR,0
Female,Other,37,Post-Grad,SC,0
Female,Other,18,HS,NM,0
Male,Other,43,No HS,NV,1
Female,White,16,HS,MD,0
Male,White,66,Some College,TX,1
Female,Black,9,HS,NH,0
Female,White,77,No HS,NV,0
Female,Black,74,Post-Grad,CT,0
Female,Black,28,No HS,IA,1
Female,Other,42,HS,IA,0
Male,White,19,Some College,ND,0
Female,White,31,HS,ID,0
Female,Other,28,4-Year College,CT,0
Male,Other,70,HS,UT,0
Female,White,11,Some College,RI,1
Female,White,66,No HS,RI,0
Female,Other,52,HS,MT,1
Female,White,92,Post-Grad,GA,1
Male,White,72,Post-Grad,VI,0
Male,Other,94,HS,MN,1
Female,Black,74,Post-Grad,PR,0
Female,White,29,4-Year College,KY,1
Female,Other,21,HS,ID,1
Male,Black,91,No HS,CO,1
Female,Black,14,Some College,MS,0
Female,Black,18,4-Year College,HI,1
Male,Black,67,No HS,SC,0
Female,Black,62,Some College,OH,0
Male,White,21,4-Year College,MD,0
Female,Other,26,4-Year College,GA,0
Female,Other,81,HS,MI,1
Female,Other,44,HS,FL,0
Female,White,52,Post-Grad,PR,1
Female,Black,27,4-Year College,OH,1
Male,Other,84,HS,CT,0
Male,Black,99,HS,NV,0
Male,Other,28,No HS,IN,0
Male,White,12,No HS,DC,1
Female,Black,19,4-Year College,VA,0
Female,White,75,Post-Grad,FL,0
Female,Other,67,Post-Grad,UT,0
Female,Black,42,4-Year College,NY,0
Male,Other,9,Post-Grad,TN,1
Male,Other,73,Post-Grad,OH,1
Male,Other,91,4-Year College,NC,0
Female,Black,54,No HS,VA,0
Female,White,7,4-Year College,LA,1
Male,White,33,No HS,MO,1
Female,Black,21,Post-Grad,LA,0
Male,Black,34,Some College,SD,1
Male,Other,80,Some College,MS,1
Female,Black,20,No HS,OR,0
Male,Black,100,4-Year College,MA,0
Male,Black,45,No HS,CO,0
Male,Other,98,Some College,MS,1
Male,Other,2,HS,ID,0
Male,Other,97,No HS,IN,0
Male,Other,11,4-Year College,MT,0
Male,White,32,Post-Grad,TN,0
Male,Other,4,Some College,VA,0
Female,Other,70,No HS,TX,0
Female,White,12,No HS,IN,0
Male,White,3,4-Year College,DE,0
Male,White,8,No HS,OR,1
Female,Black,16,Post-Grad,NM,1
Female,Other,60,Post-Grad,CT,1
Female,Black,22,Some College,DC,1
Male,Black,24,HS,NC,1
Male,Other,69,4-Year College,NE,0
Female,Other,21,4-Year College,CA,1
Female,Other,32,No HS,FL,1
Female,White,28,4-Year College,IA,0
Male,Other,73,Post-Grad,IA,0
Female,Other,57,HS,IL,1
Male,White,13,Post-Grad,CO,0
Male,White,19,No HS,IA,1
Male,Other,6,Some College,DE,0
Male,Other,11,HS,DC,1
Male,Black,92,Some College,DE,1
Female,Black,0,No HS,FL,0
Female,White,80,No HS,MT,0
Female,Other,22,Some College,MD,1
Male,Other,33,HS,MT,1
Male,White,35,HS,SC,0
Male,White,25,HS,SC,0
Male,White,2,Some College,KY,1
Female,Other,96,HS,FL,1
Male,Black,75,HS,DC,1
Male,Other,5,4-Year College,ME,0
Female,Other,21,Post-Grad,FL,1
Female,White,44,Post-Grad,VA,1
Female,Other,32,No HS,CT,0
Female,White,73,Some College,ND,1
Male,Black,26,No HS,IL,1
Male,Other,28,4-Year College,MD,0
Female,Other,31,4-Year College,GU,1
Female,Other,96,4-Year College,LA,1
Female,Black,17,Post-Grad,NM,1
Female,Other,71,HS,UT,0
Female,Black,79,Some College,RI,1
Male,Black,20,4-Year College,GA,1
Male,White,65,Some College,IN,0
Male,Black,90,HS,GA,0
Female,Other,69,HS,NE,0
Female,Other,74,Post-Grad,PA,0
Female,Other,4,Some College,NE,0
Male,Other,33,No HS,MO,1
Male,Black,69,4-Year College,MS,0
Female,Other,37,4-Year College,NJ,0
Male,Other,52,Post-Grad,NY,1
Female,Other,2,No HS,IL,1
Female,Black,65,Post-Grad,NC,1
Female,Other,95,4-Year College,IL,1
Female,Other,52,HS,OK,1
Male,White,34,Some College,MN,0
Female,Black,12,HS,MO,1
Female,Black,74,Some College,KY,0
Male,Black,24,4-Year College,SD,1
Male,White,94,HS,VA,0
Female,Black,88,HS,VI,1
Male,Other,18,4-Year College,MD,0
Female,Black,18,HS,UT,1
Male,Other,68,4-Year College,NM,0
Male,Black,84,HS,GU,1
Male,White,74,Post-Grad,NM,1
Male,White,21,Some College,RI,0
Male,Other,28,No HS,NC,0
Male,Black,2,4-Year College,FL,0
Male,White,1,4-Year College,ND,0
Female,White,33,4-Year College,LA,0
Male,Other,9,Post-Grad,NM,1
Male,Black,69,Some College,OH,0
Female,White,34,Some College,NM,1
Female,Other,5,Some College,DC,1
Male,Other,55,No HS,KY,0
Female,Black,61,HS,ID,0
Male,White,27,4-Year College,IL,1
Female,Other,30,No HS,KY,0
Female,White,13,Post-Grad,FL,1
Female,Black,26,Some College,VI,1
Female,White,8,Post-Grad,SD,1
Female,White,3,Post-Grad,PR,0
Male,Other,5,4-Year College,GU,1
Female,Other,13,No HS,CA,1
Male,White,8,HS,IN,0
Female,Other,7,HS,NV,1
Female,Other,28,Post-Grad,NE,1
Female,White,30,No HS,PR,0
Female,Black,100,HS,UT,0
Male,White,37,Post-Grad,NJ,1
Female,Black,5,Some College,IA,1
Female,Black,94,HS,ME,1
Male,Other,71,Some College,OR,0
Female,Other,56,Some College,PR,1
Male,Black,45,HS,MT,0
Male,Other,96,HS,MS,1
Male,White,95,HS,VA,1
Male,Black,69,Some College,NH,0
Female,Other,12,4-Year College,CO,1
Male,Black,12,No HS,CA,0
Male,Other,71,Some College,GA,0
Male,Black,2,Post-Grad,CA,1
Female,White,65,HS,ND,0
Female,White,65,Post-Grad,MS,1
Female,Other,20,HS,DE,0
Female,White,32,Some College,SC,0
Male,Black,16,Some College,MO,0
Male,White,79,HS,ND,0
Male,White,10,HS,MD,1
Female,Other,80,HS,MI,0
Male,Black,32,No HS,KS,1
Female,Other,67,HS,IA,0
Male,White,82,4-Year College,PA,1
Male,White,81,No HS,NH,1
Female,White,33,No HS,NH,1
Male,Black,70,4-Year College,PR,0
Female,Other,40,No HS,IL,0
Male,Black,14,Post-Grad,NH,1
Male,Other,75,No HS,RI,0
Female,Other,14,4-Year College,PR,0
Male,Other,35,No HS,GA,1
Female,White,79,No HS,LA,1
Male,Black,32,No HS,OR,1
Male,Black,51,Some College,NV,1
Female,White,31,4-Year College,CT,1
Male,White,35,HS,MA,0
Female,Other,0,HS,DC,0
Female,White,91,Post-Grad,FL,1
Male,Other,71,4-Year College,MO,0
Female,White,91,Some College,DE,0
Male,Black,32,HS,NM,1
Male,Other,25,No HS,CO,0
Female,Black,22,4-Year College,VA,1
Male,Other,20,Some College,SC,1
Male,Black,20,Some College,GU,1
Male,Black,71,HS,SD,0
Male,White,10,Some College,TX,1
Female,Black,77,No HS,MD,0
Male,Other,73,4-Year College,MD,1
Male,White,3,Post-Grad,ME,0
Male,Black,54,No HS,IA,0
Male,Other,72,Post-Grad,MD,0
Female,Black,22,4-Year College,PA,0
Male,Other,25,4-Year College,CA,0
Male,White,95,4-Year College,UT,0
Male,White,25,4-Year College,CT,0
Male,Black,75,HS,MO,0
Female,Black,69,No HS,GA,0
Male,White,0,Post-Grad,IL,1
Female,Black,22,Post-Grad,TN,1
Female,White,83,Post-Grad,TX,1
Female,Black,65,Some College,HI,1
Female,White,56,HS,SD,1
Female,White,11,No HS,MT,0
Male,White,29,4-Year College,CT,0
Male,Other,12,Post-Grad,UT,1
Male,Other,39,4-Year College,NH,0
Male,White,19,Post-Grad,OR,1
Female,Black,74,HS,MS,0
Female,Black,45,Some College,IA,1
Female,White,68,HS,MO,0
Male,White,66,HS,DE,0
Female,Black,6,Post-Grad,PA,1
Male,Black,54,No HS,ID,0
Female,White,17,Post-Grad,DE,1
Male,White,75,HS,LA,0
Male,Black,73,Post-Grad,MT,0
Female,White,42,No HS,MS,1
Female,Black,31,Post-Grad,MS,0
Male,Black,3,4-Year College,ID,0
Male,Other,70,HS,ID,0
Male,Black,73,No HS,PR,0
Male,Black,12,HS,LA,1
Male,Other,33,Some College,KY,1
Female,Other,33,HS,PR,0
Male,Other,8,4-Year College,UT,0
Female,Other,4,4-Year College,NY,1
Female,White,51,4-Year College,LA,0
Female,Black,74,HS,OR,1
Female,White,65,4-Year College,GU,0
Female,White,72,HS,DE,1
Female,Black,81,Some College,NE,1
Female,White,75,No HS,CA,1
Female,Black,72,No HS,NJ,0
Male,Black,17,HS,MA,0
Female,Black,63,No HS,MD,0
Male,Other,17,Some College,NM,0
Female,White,71,Some College,KY,0
Female,White,35,No HS,IN,0
Male,Black,53,Post-Grad,MN,1
Male,Other,12,HS,TN,1
Female,White,69,Post-Grad,KY,0
Male,Other,98,No HS,IL,1
Female,White,65,Post-Grad,ND,0
Female,Black,27,Post-Grad,CO,0
Female,White,1,HS,SD,1
Male,Other,53,No HS,NJ,0
Male,Other,41,HS,DE,0
Female,Black,37,Some College,OK,1
Female,White,45,HS,OH,1
Female,Black,32,Post-Grad,TN,0
Female,White,25,Some College,NC,1
Female,White,63,Post-Grad,MN,1
Female,White,34,Post-Grad,PA,1
Female,Other,20,Some College,MO,1
Male,White,81,4-Year College,DC,0
Male,Black,51,4-Year College,NC,0
Female,Other,82,No HS,NY,1
Female,White,26,HS,IL,1
Male,Other,92,Post-Grad,MO,0
Female,White,57,Some College,NC,0
Male,Other,76,No HS,IN,0
Male,White,91,4-Year College,NJ,0
Male,Black,52,Some College,OR,0
Female,White,29,Some College,SD,0
Female,White,73,Post-Grad,GA,0
Male,Other,78,No HS,MN,0
Female,Other,44,No HS,LA,0
Male,White,80,Some College,MS,1
Male,Black,21,Post-Grad,UT,0
Male,Black,99,No HS,GU,0
Male,Black,15,HS,DC,0
Female,Other,71,HS,OK,1
Female,White,15,HS,UT,0
Female,Other,83,Some College,PR,0
Male,Other,19,HS,MS,0
Female,Black,37,Post-Grad,CO,1
Female,White,19,HS,KY,1
Male,White,5,Post-Grad,VA,1
Female,White,20,4-Year College,ME,0
Female,Other,92,HS,SC,0
Female,Other,59,No HS,TX,0
Male,White,96,HS,OK,1
Female,Black,7,Some College,MN,0
Female,White,28,No HS,CT,0
Female,Other,79,Some College,NM,0
Male,Other,45,HS,DE,0
Male,Other,26,Post-Grad,NM,0
Male,Black,50,Post-Grad,GA,0
Female,Other,11,No HS,NE,1
Female,Other,22,Some College,NY,0
Female,Black,95,No HS,IN,0
Male,White,77,Some College,NE,0
Female,Other,96,Some College,MS,0
Female,Other,54,Post-Grad,NM,0
Female,White,98,Some College,PR,0
Male,Black,90,No HS,ND,0
Female,Black,72,No HS,GA,0
Male,White,73,Some College,OR,0
Female,White,20,No HS,MT,1
Male,Other,51,No HS,IL,1
Male,White,91,HS,IN,0
Female,Other,68,HS,NE,0
Male,Other,68,Post-Grad,MD,1
Male,Other,31,Some College,UT,1
Female,White,54,HS,LA,0
Female,White,25,HS,OK,1
Female,Black,68,HS,KY,0
Female,White,97,4-Year College,DE,0
Female,White,62,Some College,MO,0
Male,Black,0,HS,TN,0
Male,Black,91,Post-Grad,IL,1
Female,Other,71,Some College,MO,0
Male,White,54,Post-Grad,NM,0
Male,Black,18,4-Year College,NH,0
Male,Other,71,Post-Grad,NE,0
Male,Other,72,Some College,IN,0
Male,Black,5,No HS,CT,0
Female,Black,77,HS,MT,1
Female,Black,33,HS,MD,1
Male,Other,26,HS,HI,1
Male,Black,84,Post-Grad,UT,0
Male,Other,4,4-Year College,FL,0
Female,Black,72,HS,NC,0
Female,White,2,Some College,MN,1
Male,White,72,4-Year College,UT,0
Female,White,68,HS,SD,0
Female,Other,88,No HS,TN,0
Male,Black,89,No HS,NE,1
Female,Black,41,Post-Grad,MO,0
Female,Other,85,HS,GU,0
Female,Other,87,No HS,LA,0
Female,White,65,No HS,MN,0
Male,Other,50,HS,GA,1
Male,White,0,Some College,KY,1
Male,Other,25,HS,IA,1
Male,Black,30,Some College,TN,0
Female,Black,9,No HS,CO,0
Female,White,1,Post-Grad,NV,1
Male,Other,85,No HS,KY,1
Female,White,27,No HS,KS,0
Female,Black,44,Post-Grad,DC,1
Male,White,68,Some College,CA,0
Male,Black,71,4-Year College,GU,0
Male,Black,69,Post-Grad,ME,0
Male,Black,7,4-Year College,OH,0
Female,Black,9,No HS,RI,1
Male,Black,14,Some College,ID,0
Male,Other,76,4-Year College,MO,1
Female,Black,44,Post-Grad,KY,0
Male,Black,66,4-Year College,KY,0
Male,Other,69,Some College,GA,0
Female,Black,86,HS,MS,0
Female,White,42,Some College,NJ,0
Female,Other,70,No HS,NC,0
Male,Other,87,HS,NM,0
Female,Black,10,4-Year College,ID,0
Male,White,17,Some College,NC,1
Male,Other,1,Post-Grad,GA,1
Male,White,50,Some College,IL,0
Female,Other,60,Some College,DC,0
Female,Other,74,No HS,MS,1
Male,White,1,HS,NC,0
Male,Other,69,No HS,RI,0
Male,Black,33,HS,HI,1
Male,White,70,No HS,GA,1
Female,Other,82,Post-Grad,IN,1
Male,Other,42,4-Year College,OR,0
Female,Other,83,HS,CO,0
Female,Other,69,Post-Grad,IA,0
Male,Black,98,HS,MI,1
Male,Black,16,No HS,VA,1
Male,Other,66,Some College,MN,0
Female,Black,29,Post-Grad,ME,0
Male,Other,72,Some College,ID,0
Male,Black,69,Some College,ND,0
Male,White,73,HS,NH,1
Male,Other,45,No HS,MI,0
Male,White,55,No HS,NH,0
Male,Other,17,4-Year College,ME,0
Male,Other,37,HS,NM,1
Male,Other,21,HS,MN,1
Female,Other,89,No HS,NY,1
Female,Other,1,No HS,DE,1
Female,Other,68,No HS,MI,1
Male,Black,77,Some College,DE,0
Female,White,26,HS,TX,1
Female,Other,59,No HS,CT,0
Female,Other,60,Post-Grad,OR,0
Female,Black,76,HS,FL,1
Male,Black,17,No HS,NH,0
Male,White,77,4-Year College,NY,1
Female,Other,45,Post-Grad,NV,1
Male,Black,66,Post-Grad,SD,0
Male,Other,23,4-Year College,TX,0
Male,Black,28,Some College,NY,1
Male,Other,38,Some College,PA,1
Female,White,25,No HS,OH,0
Female,Black,74,4-Year College,MS,0
Male,Black,12,No HS,LA,1
Female,Black,12,Post-Grad,IN,0
Male,Other,75,Some College,MN,1
Female,Black,74,HS,PR,1
Male,Other,78,4-Year College,PR,0
Female,Other,42,4-Year College,SC,0
Male,Other,4,Some College,VA,1
Female,Other,63,4-Year College,NY,0
Male,Black,6,HS,MS,1
Male,Other,18,4-Year College,IA,0
Male,White,69,HS,CT,0
Female,Black,25,Some College,IN,0
Female,Other,15,HS,NV,0
Female,Other,23,4-Year College,TX,0
Female,Other,64,No HS,SC,1
Female,Black,25,No HS,GA,1
Male,Other,0,Some College,KY,0
Female,Black,97,Post-Grad,MD,1
Male,White,12,Post-Grad,NV,1
Female,Other,31,HS,TX,0
Male,Black,53,Some College,MN,1
Female,Black,46,Post-Grad,IL,1
Female,Black,85,No HS,NV,1
Female,White,73,4-Year College,IL,0
Female,White,69,HS,MT,0
Male,Other,79,Some College,PA,1
Female,Other,48,Some College,NH,0
Female,White,15,Post-Grad,MS,1
Female,White,67,4-Year College,GU,0
Female,Other,61,4-Year College,SD,1
Male,White,72,No HS,VA,0
Male,White,0,4-Year College,LA,0
Female,White,20,4-Year College,NV,1
Male,White,86,HS,NC,0
Male,White,70,Some College,PR,1
Female,White,84,Some College,KS,0
Female,Black,70,HS,NE,0
Male,Other,19,No HS,NV,0
Male,Other,64,4-Year College,MI,0
Female,Black,21,Some College,PR,1
Male,Black,17,Some College,NH,1
Male,Other,26,HS,NH,1
Female,Black,49,4-Year College,NY,1
Male,Other,20,4-Year College,CA,1
Female,Other,65,4-Year College,MA,1
Male,Other,14,HS,MN,0
Female,Black,79,HS,NJ,0
Male,White,23,4-Year College,NE,0
Female,Other,19,Post-Grad,UT,1
Male,Black,98,Some College,PR,1
Female,Black,26,HS,TN,1
Male,White,67,No HS,LA,0
Male,Other,55,No HS,NE,1
Male,Black,98,No HS,MN,1
Male,Black,25,Some College,OH,1
Female,Black,34,No HS,HI,1
Male,White,0,Some College,KY,0
Male,Black,66,4-Year College,NM,0
Female,Black,41,Some College,NV,0
Female,Other,75,Some College,VA,1
Female,Black,17,No HS,IL,1
Male,Other,73,4-Year College,TX,0
Female,Black,74,4-Year College,MN,1
Female,Other,73,No HS,MO,0
Male,Other,8,HS,MS,1
Female,Other,32,Post-Grad,TN,0
Female,White,7,HS,KY,0
Male,Other,98,HS,NC,1
Female,White,71,4-Year College,MS,0
Male,White,25,4-Year College,TN,0
Male,Black,0,4-Year College,MI,0
Male,Black,61,4-Year College,KS,0
Male,Other,43,Some College,HI,1
Female,Black,72,4-Year College,NM,0
Female,Other,81,No HS,NH,0
Male,Black,65,4-Year College,IN,0
Female,Other,26,4-Year College,CO,0
Male,Black,17,Post-Grad,FL,1
Male,Other,68,Post-Grad,IN,0
Male,Black,41,HS,TN,0
Male,Other,100,Post-Grad,NE,0
Female,Other,24,No HS,MI,1
Female,Black,15,4-Year College,OR,0
Female,Black,45,4-Year College,MS,0
Female,Black,23,4-Year College,GU,1
Female,Black,55,4-Year College,IL,1
Male,Black,69,Some College,PA,0
Female,Black,61,HS,FL,0
Female,Black,88,Post-Grad,RI,1
Female,Other,10,HS,CO,1
Female,White,96,Some College,UT,0
Male,White,2,4-Year College,VI,0
Female,White,20,Post-Grad,NM,0
Female,White,66,Post-Grad,ME,0
Male,Other,24,Post-Grad,CT,0
Female,White,56,HS,NH,0
Male,Other,97,4-Year College,IA,0
Female,Black,75,HS,GU,0
Male,White,71,No HS,NC,0
Male,Other,15,Some College,VA,1
Male,Black,22,No HS,RI,1
Female,Black,0,Post-Grad,NV,1
Male,Black,13,Post-Grad,OK,1
Female,Black,21,Post-Grad,MN,1
Male,Black,41,4-Year College,IA,1
Male,White,31,4-Year College,OK,1
Male,Black,34,4-Year College,NJ,0
Male,Other,45,Post-Grad,OR,1
Male,Other,68,Some College,NE,0
Male,White,30,No HS,MI,1
Female,Black,100,No HS,NE,1
Male,White,28,HS,TN,0
Male,Other,83,No HS,ND,1
Male,Black,84,Post-Grad,OK,1
Female,White,76,Post-Grad,IN,1
Male,White,2,4-Year College,UT,0
Female,Black,81,4-Year College,IA,0
Male,White,64,Post-Grad,OK,0
Male,Black,69,No HS,PA,0
Male,Other,79,No HS,MN,1
Male,Other,3,HS,DC,1
Female,Other,22,Post-Grad,MD,0
Male,Black,11,Some College,NH,1
Female,Other,42,4-Year College,NE,0
Female,Black,69,Some College,DC,0
