sex,race,age,edu,state,response,repvote
male,white,38,hs,NY,0,0.382275815
male,white,75,hs,IN,1,0.601173095
male,white,44,post-grad,WA,0,0.412130688
female,white,64,hs,WI,0,0.50407989
female,other,45,post-grad,MA,0,0.353487213
female,white,28,4-year college,AL,0,0.643741436
male,white,42,post-grad,IN,1,0.601173095
male,white,57,some college,OH,0,0.542676846
female,black,37,4-year college,CA,0,0.338717892
male,white,93,hs,WI,1,0.50407989
male,white,52,some college,TX,1,0.547132256
male,white,62,post-grad,VA,1,0.471736237
male,black,35,4-year college,NC,1,0.519037458
female,white,30,hs,NV,0,0.487062906
female,other,29,hs,FL,0,0.506188355
female,white,68,4-year college,IN,1,0.601173095
female,white,86,some college,WA,1,0.412130688
male,white,85,post-grad,OR,1,0.438441611
female,white,52,hs,NY,1,0.382275815
male,white,35,hs,IL,1,0.409799486
female,white,64,some college,NH,0,0.498029716
male,white,81,some college,WA,1,0.412130688
female,white,70,post-grad,MI,0,0.501176682
male,other,21,some college,CA,0,0.338717892
female,white,95,4-year college,MA,0,0.353487213
female,white,34,4-year college,WA,0,0.412130688
female,other,19,hs,IN,0,0.601173095
female,other,23,no hs,TX,1,0.547132256
male,white,92,some college,IN,0,0.601173095
male,white,21,some college,LA,1,0.601716772
female,black,34,some college,TX,0,0.547132256
female,white,27,some college,PA,0,0.503755358
male,white,64,hs,CA,1,0.338717892
female,white,65,some college,MO,1,0.59818561
female,black,42,4-year college,MD,0,0.359837503
male,other,36,some college,CA,0,0.338717892
male,white,69,no hs,PA,1,0.503755358
female,white,62,hs,FL,1,0.506188355
female,white,56,some college,WI,0,0.50407989
female,black,45,4-year college,MD,0,0.359837503
female,white,57,some college,MA,0,0.353487213
male,white,58,hs,AL,1,0.643741436
male,other,38,post-grad,IL,0,0.409799486
female,white,82,4-year college,ND,1,0.698092429
female,other,23,hs,CA,1,0.338717892
male,black,19,4-year college,GA,1,0.526611726
male,other,31,4-year college,PA,1,0.503755358
female,black,21,hs,GA,0,0.526611726
male,other,29,hs,NC,0,0.519037458
male,white,52,some college,NY,0,0.382275815
female,white,57,post-grad,NY,1,0.382275815
male,white,67,4-year college,CA,1,0.338717892
female,white,19,4-year college,NY,0,0.382275815
female,white,41,hs,IL,0,0.409799486
female,white,33,some college,CA,1,0.338717892
male,white,72,some college,NV,1,0.487062906
female,other,52,some college,TX,0,0.547132256
female,black,33,post-grad,MD,0,0.359837503
female,white,36,no hs,NC,0,0.519037458
female,white,69,some college,NE,0,0.635476741
female,white,22,4-year college,WA,0,0.412130688
female,white,48,some college,PA,0,0.503755358
male,white,80,post-grad,IN,1,0.601173095
male,white,43,hs,UT,0,0.623836582
female,black,47,hs,OH,0,0.542676846
female,other,59,some college,TX,1,0.547132256
male,white,89,hs,OH,0,0.542676846
female,other,37,hs,CA,0,0.338717892
female,white,35,some college,OH,0,0.542676846
female,white,69,some college,TX,1,0.547132256
female,white,69,hs,FL,1,0.506188355
female,other,30,4-year college,GA,0,0.526611726
female,white,94,hs,PA,1,0.503755358
female,white,36,some college,PA,0,0.503755358
female,other,49,some college,CA,0,0.338717892
female,white,35,some college,WI,0,0.50407989
male,white,93,post-grad,WI,0,0.50407989
female,other,23,post-grad,FL,0,0.506188355
female,white,93,some college,NY,0,0.382275815
male,white,31,post-grad,NC,1,0.519037458
female,black,38,no hs,MD,0,0.359837503
male,white,52,hs,SC,0,0.574602564
female,white,62,post-grad,PA,1,0.503755358
male,other,29,some college,IL,1,0.409799486
female,white,18,4-year college,MA,0,0.353487213
male,white,19,some college,OH,0,0.542676846
male,white,82,post-grad,CT,1,0.428584525
male,white,83,some college,MS,1,0.590898473
female,white,74,no hs,UT,1,0.623836582
male,white,61,hs,KY,1,0.65670629
male,white,34,some college,IN,1,0.601173095
male,white,37,4-year college,WI,1,0.50407989
male,white,47,hs,MA,0,0.353487213
female,white,49,hs,DE,1,0.440013786
male,white,53,hs,MA,1,0.353487213
female,white,68,post-grad,SC,1,0.574602564
female,white,65,some college,NV,0,0.487062906
female,white,33,hs,CA,0,0.338717892
male,white,53,hs,WA,0,0.412130688
female,white,51,4-year college,MN,0,0.491681431
female,black,59,hs,IL,0,0.409799486
male,white,43,hs,NY,0,0.382275815
male,white,65,post-grad,HI,0,0.325586625
male,white,66,hs,CT,0,0.428584525
female,other,23,4-year college,NC,0,0.519037458
female,white,68,hs,OH,0,0.542676846
male,white,89,hs,OR,0,0.438441611
male,white,35,hs,TX,1,0.547132256
female,other,39,hs,OK,0,0.693047372
female,black,26,some college,CO,0,0.473166666
male,white,69,some college,KY,0,0.65670629
female,other,38,post-grad,CA,0,0.338717892
female,white,38,post-grad,FL,0,0.506188355
female,black,34,no hs,PA,0,0.503755358
male,white,53,some college,RI,0,0.416892959
female,white,29,some college,NC,0,0.519037458
male,white,98,hs,FL,1,0.506188355
female,white,47,some college,CA,0,0.338717892
male,white,62,hs,SC,0,0.574602564
female,white,37,hs,NY,0,0.382275815
male,white,40,hs,NY,0,0.382275815
female,white,77,post-grad,AL,0,0.643741436
female,white,20,some college,PA,1,0.503755358
male,white,54,hs,NY,0,0.382275815
female,white,54,4-year college,NY,0,0.382275815
female,white,19,no hs,WV,1,0.721610523
female,white,54,post-grad,CA,0,0.338717892
female,white,27,some college,RI,0,0.416892959
female,white,23,some college,WV,1,0.721610523
female,other,48,some college,IL,0,0.409799486
female,white,47,hs,OR,1,0.438441611
male,other,28,some college,CA,1,0.338717892
male,white,23,4-year college,NY,0,0.382275815
male,other,58,4-year college,FL,1,0.506188355
male,other,62,4-year college,NH,1,0.498029716
male,white,36,4-year college,NH,1,0.498029716
female,other,27,post-grad,MA,1,0.353487213
female,white,66,4-year college,MA,0,0.353487213
female,black,51,hs,IL,0,0.409799486
female,white,22,some college,TX,0,0.547132256
male,white,65,hs,IN,1,0.601173095
female,white,40,hs,WI,0,0.50407989
male,other,33,some college,FL,0,0.506188355
female,other,32,hs,IL,0,0.409799486
male,other,51,hs,NY,0,0.382275815
male,white,65,hs,IL,0,0.409799486
female,other,33,hs,MN,1,0.491681431
female,white,18,4-year college,TX,0,0.547132256
female,white,64,some college,GA,1,0.526611726
male,other,26,some college,CA,0,0.338717892
female,other,25,4-year college,AL,0,0.643741436
female,white,66,post-grad,GA,1,0.526611726
female,black,62,4-year college,LA,0,0.601716772
female,white,55,hs,MA,0,0.353487213
female,white,71,4-year college,CA,0,0.338717892
female,white,37,no hs,GA,0,0.526611726
female,white,47,hs,LA,0,0.601716772
female,white,37,some college,CT,1,0.428584525
female,white,97,hs,NC,1,0.519037458
male,white,69,post-grad,AZ,0,0.518900234
female,other,39,hs,TX,1,0.547132256
female,white,68,post-grad,MN,0,0.491681431
male,white,66,post-grad,UT,1,0.623836582
female,white,63,hs,KY,0,0.65670629
female,white,37,some college,NV,1,0.487062906
female,white,40,hs,CO,0,0.473166666
female,white,30,post-grad,GA,0,0.526611726
female,black,49,some college,NC,1,0.519037458
male,white,67,hs,NJ,1,0.427158099
female,other,27,some college,CA,1,0.338717892
female,white,44,post-grad,TN,0,0.63624343
male,white,75,post-grad,CA,1,0.338717892
female,white,24,some college,TX,1,0.547132256
female,white,49,post-grad,VA,1,0.471736237
female,white,47,4-year college,NJ,0,0.427158099
male,white,39,some college,OK,1,0.693047372
male,other,65,hs,MO,0,0.59818561
male,white,59,4-year college,TX,1,0.547132256
female,white,48,4-year college,WI,1,0.50407989
female,white,36,post-grad,PA,0,0.503755358
female,black,52,some college,MD,0,0.359837503
male,other,21,hs,CA,0,0.338717892
female,white,34,4-year college,IN,1,0.601173095
male,white,22,post-grad,MD,0,0.359837503
male,white,83,4-year college,FL,1,0.506188355
male,white,77,hs,NY,1,0.382275815
female,white,46,some college,NY,1,0.382275815
male,white,50,post-grad,UT,1,0.623836582
female,white,96,some college,PA,0,0.503755358
female,white,24,hs,PA,1,0.503755358
female,white,47,post-grad,MI,0,0.501176682
female,white,29,4-year college,FL,0,0.506188355
female,white,57,hs,NV,1,0.487062906
female,white,65,4-year college,TX,0,0.547132256
female,white,67,hs,GA,1,0.526611726
female,white,63,hs,PA,0,0.503755358
female,white,30,4-year college,OK,1,0.693047372
female,white,33,4-year college,CT,0,0.428584525
female,white,58,hs,NJ,0,0.427158099
female,white,81,4-year college,CA,1,0.338717892
male,other,26,some college,AZ,0,0.518900234
female,white,51,some college,NY,0,0.382275815
female,other,22,post-grad,TX,0,0.547132256
male,white,61,some college,IL,1,0.409799486
male,white,62,4-year college,OK,1,0.693047372
female,white,33,hs,NY,0,0.382275815
male,white,25,some college,ND,0,0.698092429
female,other,56,4-year college,NJ,0,0.427158099
female,black,53,hs,VA,1,0.471736237
female,black,61,hs,SC,0,0.574602564
male,white,25,some college,VA,0,0.471736237
female,other,82,some college,TX,1,0.547132256
male,white,29,no hs,OR,1,0.438441611
male,white,36,4-year college,NJ,0,0.427158099
female,white,54,4-year college,TX,0,0.547132256
female,white,18,4-year college,IL,1,0.409799486
male,white,27,hs,WI,1,0.50407989
female,white,46,some college,FL,0,0.506188355
female,other,22,no hs,NY,0,0.382275815
female,white,57,some college,HI,1,0.325586625
female,black,39,post-grad,TN,0,0.63624343
male,white,33,hs,KS,0,0.611114703
female,other,32,some college,NY,0,0.382275815
female,white,69,some college,PA,0,0.503755358
male,white,36,4-year college,MI,1,0.501176682
male,white,51,post-grad,PA,0,0.503755358
female,other,25,post-grad,IL,0,0.409799486
female,white,62,hs,ID,1,0.683101767
female,white,80,hs,MD,0,0.359837503
female,other,28,some college,IN,1,0.601173095
male,white,40,hs,IA,0,0.550635478
male,black,43,4-year college,TX,0,0.547132256
male,other,27,hs,FL,1,0.506188355
male,black,58,some college,FL,0,0.506188355
male,white,84,some college,CA,0,0.338717892
female,white,50,some college,WI,0,0.50407989
female,other,30,hs,NY,0,0.382275815
female,white,32,hs,NE,0,0.635476741
female,white,64,hs,FL,1,0.506188355
male,white,92,some college,ID,1,0.683101767
male,other,46,hs,FL,0,0.506188355
male,white,61,4-year college,CA,0,0.338717892
male,white,39,4-year college,TX,0,0.547132256
male,white,60,no hs,NC,1,0.519037458
male,white,88,hs,TX,1,0.547132256
female,white,28,hs,PA,0,0.503755358
female,white,68,some college,KY,1,0.65670629
female,black,48,some college,TX,1,0.547132256
female,other,26,post-grad,CA,0,0.338717892
male,white,48,hs,AL,1,0.643741436
female,white,50,some college,TX,1,0.547132256
female,black,58,4-year college,MI,0,0.501176682
female,white,28,hs,MA,0,0.353487213
male,white,81,hs,GA,1,0.526611726
female,other,28,some college,CA,0,0.338717892
male,white,95,post-grad,HI,0,0.325586625
female,white,21,4-year college,NY,0,0.382275815
female,white,48,hs,NY,1,0.382275815
female,other,30,4-year college,CO,0,0.473166666
female,white,32,hs,TX,1,0.547132256
female,white,66,some college,GA,1,0.526611726
male,white,38,some college,TX,0,0.547132256
female,white,32,some college,PA,0,0.503755358
male,black,45,4-year college,OH,0,0.542676846
female,white,93,hs,NY,0,0.382275815
female,white,26,4-year college,OR,0,0.438441611
female,black,54,some college,MS,1,0.590898473
female,white,66,hs,PA,0,0.503755358
female,white,62,post-grad,GA,1,0.526611726
female,other,57,hs,NY,1,0.382275815
male,other,47,4-year college,NY,1,0.382275815
female,white,42,some college,CO,1,0.473166666
female,other,43,some college,CA,0,0.338717892
male,white,97,hs,FL,0,0.506188355
male,white,18,4-year college,TX,0,0.547132256
male,white,54,some college,NC,1,0.519037458
female,white,49,post-grad,CT,0,0.428584525
male,white,97,post-grad,WA,1,0.412130688
male,white,28,some college,CA,1,0.338717892
female,white,74,hs,NY,0,0.382275815
female,white,44,4-year college,FL,1,0.506188355
male,white,39,some college,CA,1,0.338717892
female,white,66,hs,WI,0,0.50407989
female,white,37,some college,MA,1,0.353487213
male,white,59,4-year college,OH,0,0.542676846
male,white,21,4-year college,FL,0,0.506188355
female,white,68,4-year college,MI,0,0.501176682
female,white,29,4-year college,CA,0,0.338717892
female,white,47,hs,MA,0,0.353487213
female,white,62,post-grad,ND,0,0.698092429
male,white,40,no hs,GA,1,0.526611726
male,white,46,4-year college,TN,1,0.63624343
female,white,60,some college,MI,0,0.501176682
female,white,50,4-year college,MO,1,0.59818561
male,white,65,hs,PA,1,0.503755358
female,white,49,no hs,TX,1,0.547132256
male,white,62,hs,TN,1,0.63624343
female,white,64,hs,RI,0,0.416892959
male,white,47,4-year college,TN,1,0.63624343
female,white,28,4-year college,PA,0,0.503755358
female,white,42,hs,GA,0,0.526611726
female,white,19,some college,IN,1,0.601173095
female,white,23,hs,AZ,1,0.518900234
female,other,28,4-year college,WI,0,0.50407989
female,white,66,hs,NJ,1,0.427158099
male,white,37,some college,CT,1,0.428584525
female,black,56,hs,TN,1,0.63624343
female,white,51,hs,FL,1,0.506188355
male,other,55,4-year college,CA,1,0.338717892
female,other,30,4-year college,NY,0,0.382275815
male,other,53,post-grad,TX,1,0.547132256
male,white,62,some college,MD,1,0.359837503
female,white,38,4-year college,WA,1,0.412130688
male,white,60,some college,AZ,1,0.518900234
female,other,46,some college,FL,0,0.506188355
female,other,29,some college,CA,0,0.338717892
male,white,85,post-grad,MO,0,0.59818561
male,black,22,some college,CA,0,0.338717892
male,other,51,4-year college,MA,0,0.353487213
female,black,20,some college,TN,0,0.63624343
male,white,73,post-grad,TX,0,0.547132256
male,white,34,post-grad,NV,1,0.487062906
male,white,36,some college,FL,0,0.506188355
male,white,59,some college,TX,1,0.547132256
male,other,95,4-year college,TX,1,0.547132256
female,white,54,some college,NH,0,0.498029716
female,white,26,no hs,GA,0,0.526611726
male,black,55,4-year college,NC,0,0.519037458
male,white,38,4-year college,CO,0,0.473166666
female,white,70,some college,IL,1,0.409799486
male,white,50,hs,OR,1,0.438441611
male,white,46,4-year college,MN,1,0.491681431
female,white,90,hs,FL,0,0.506188355
female,other,25,hs,SC,1,0.574602564
female,white,30,hs,TX,1,0.547132256
female,black,44,4-year college,TX,1,0.547132256
female,white,31,hs,NH,1,0.498029716
female,white,66,hs,MA,0,0.353487213
female,white,96,post-grad,AZ,0,0.518900234
female,white,89,hs,PA,1,0.503755358
female,white,55,hs,AL,1,0.643741436
male,white,61,4-year college,TX,1,0.547132256
male,white,42,some college,ME,0,0.484032089
male,white,66,some college,FL,0,0.506188355
female,white,67,some college,TX,1,0.547132256
female,white,56,hs,OK,1,0.693047372
male,white,63,some college,CA,0,0.338717892
female,white,100,post-grad,MD,1,0.359837503
male,other,45,some college,FL,1,0.506188355
female,white,85,post-grad,MA,0,0.353487213
female,white,95,no hs,NY,1,0.382275815
female,white,57,hs,UT,1,0.623836582
male,white,55,hs,CO,1,0.473166666
male,white,48,hs,TX,0,0.547132256
male,white,36,some college,AZ,0,0.518900234
female,white,20,some college,NJ,0,0.427158099
male,black,57,some college,TX,0,0.547132256
female,white,51,no hs,NY,0,0.382275815
male,white,58,some college,CA,0,0.338717892
female,white,55,some college,TX,0,0.547132256
female,black,35,some college,TX,1,0.547132256
female,other,39,4-year college,WA,1,0.412130688
female,other,41,hs,CA,0,0.338717892
female,white,51,post-grad,IL,0,0.409799486
male,white,60,hs,KY,0,0.65670629
female,white,66,hs,OH,1,0.542676846
female,white,53,4-year college,MI,1,0.501176682
female,white,20,no hs,OH,0,0.542676846
female,white,69,some college,TX,1,0.547132256
female,white,44,hs,TN,0,0.63624343
male,white,52,some college,CA,0,0.338717892
male,white,33,hs,CA,1,0.338717892
female,white,24,hs,NC,1,0.519037458
female,white,26,some college,WV,0,0.721610523
male,white,53,some college,NV,0,0.487062906
female,white,78,4-year college,TX,1,0.547132256
male,black,25,hs,NV,0,0.487062906
male,other,37,some college,CA,1,0.338717892
female,other,77,some college,CA,1,0.338717892
male,white,39,hs,KY,0,0.65670629
female,white,49,some college,IN,1,0.601173095
female,white,56,some college,MO,1,0.59818561
female,other,34,some college,MA,0,0.353487213
male,white,44,post-grad,WA,0,0.412130688
female,white,64,post-grad,TX,1,0.547132256
female,white,39,4-year college,ND,0,0.698092429
female,white,26,4-year college,SC,0,0.574602564
female,white,76,some college,TX,1,0.547132256
male,white,94,post-grad,AZ,0,0.518900234
male,white,57,some college,MI,1,0.501176682
female,white,21,some college,MD,0,0.359837503
male,other,63,some college,CA,0,0.338717892
female,white,55,post-grad,FL,0,0.506188355
female,white,21,4-year college,NY,1,0.382275815
female,other,53,some college,CO,1,0.473166666
male,other,65,4-year college,TN,1,0.63624343
female,white,76,hs,TX,1,0.547132256
male,white,20,some college,FL,1,0.506188355
female,other,27,hs,OH,0,0.542676846
